,FTE,Facility_or_Department,Function,Function_Description,Fund_Description,Job_Title_Description,Location_Description,Object_Description,Object_Type,Operating_Status,Position_Extra,Position_Type,Pre_K,Program_Description,Reporting,Sharing,Student_Type,SubFund_Description,Sub_Object_Description,Text_1,Text_2,Text_3,Text_4,Total,Use
67,nan,nan,'Student Transportation','NON-PROJECT',nan,"'Exec Dir, Transportation '",'TRANSPORTATION','EMPLOYER PD MED CONTRIBUTION','Benefits','PreK-12 Operating','ADMINISTRATOR','Coordinator/Manager','NO_LABEL','PUPIL TRANSPORTATION SERVICES','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'STUDENT TRANSPORTATION',nan,'n/a',nan,504.89,'O&M'
68,nan,nan,'Substitute Compensation','UNALLOC BUDGETS/SCHOOLS',nan,"'Teacher,Retrd Shrt Term Sub '",nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Substitute','NO_LABEL','GENERAL ELEMENTARY EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION','TEACHER SUBS','Regular',nan,0.89,'Instruction'
69,1,'CURRICULUM AND INSTRUCTION','Professional Development',nan,'School Federal Projects','AVID COORDINATOR','District Wide Resources','Personal Services - Other Personnel','Base Salary/Compensation','PreK-12 Operating','CONSULTANT  DAY','Coordinator/Manager','Non PreK','Support - Regular Instruction','Non-School','Leadership & Management','Poverty',nan,nan,'ESEA TITLE I DISADVANTAGED',nan,nan,'Title I - Other Salaries',87769.66,'ISPD'
70,nan,'Instruction And Curriculum','Professional Development','Instructional Leadership','Idea Part B Formula',nan,'School ','General Supplies','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','Non PreK','Services To Students With Disabilities (Special Education)','School','School Reported','Special Education',nan,'Capital Supplies ( Unit Cost  and > ',nan,'SUPPLIES & MATERIALS',nan,'Printers for teachers and therapists',341.27,'ISPD'
71,nan,nan,'Facilities Planning',"'PLANNING,RES,DEV,& EVAL       '",'GENERAL FUND                  ',nan,'GROWTH                        ','NON-CAPITALIZED  EQUIP        ','Equipment & Equipment Lease','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL',nan,'Non-School','Leadership & Management','Unspecified',nan,nan,'GROWTH                        ',nan,nan,nan,556.91,'Business Services'
72,nan,nan,'Legal','NON-PROJECT',nan,'Legal Assistant FT ','SCHOOL ATTORNEY','CONTRA BENEFITS','Benefits','PreK-12 Operating','UNDESIGNATED','Other','NO_LABEL','EMPLOYEE BENEFITS','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,-1146.28,'Business Services'
73,nan,nan,'Legal','NON-PROJECT',nan,'(blank)','SCHOOL ATTORNEY','DUES AND FEES','Other Non-Compensation','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','LEGAL SERVICES','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'GENERAL ADMINISTRATION','LEGAL SERVICES','n/a',nan,1679.87,'Business Services'
74,0,nan,'Enrichment',nan,'General Purpose School',nan,nan,'Personal Services - Teachers','Other Compensation/Stipend','PreK-12 Operating','CCOACH CERT TCHRACCT','Club Advisor/Coach','Non PreK','Instruction - Regular','School','School Reported','Unspecified',nan,nan,nan,nan,nan,'Regular Instruction',4515.65,'Pupil Services & Enrichment'
75,0.00862069,nan,'Substitute Compensation','UNALLOC BUDGETS/SCHOOLS',nan,"'Teacher,Retrd Shrt Term Sub '",nan,'SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Substitute','NO_LABEL','GENERAL ELEMENTARY EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION','TEACHER SUBS','Regular',nan,257.8299699,'Instruction'
76,nan,nan,'Food Services','NON-PROJECT',nan,"'Manager, Food Service III '",'FOOD AND NUTRITION SERVICES','SALARIES FOR OVERTIME','Other Compensation/Stipend','PreK-12 Operating',"'CRAFTS, TRADES, AND SERVICES'",'Coordinator/Manager','NO_LABEL','FOOD PREPARATION/SERVING','Non-School','Leadership & Management','Unspecified','FOOD SERVICE FUND',nan,'FOOD SERVICES OPERATIONS','FOOD SERVICES','n/a',nan,87.64,'O&M'
77,1,nan,'Physical Health & Services',nan,'General Fund','Clinic Assistant',nan,nan,'NO_LABEL','PreK-12 Operating','CLINIC ASSISTANT ','Nurse Aide','NO_LABEL','NURSES','School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,23639.31441,'NO_LABEL'
78,0.003935607,nan,'Aides Compensation','TUITION BASED - ECE',nan,'Early Childhd Sub Para ',nan,'SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating','PARAPROFESSIONAL','TA','PreK','EARLY CHILDHOOD','School','School Reported','PreK','DISTRICT SPECIAL REVENUE FUNDS',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,53.06369241,'Instruction'
79,1,nan,"'Finance, Budget, Purchasing & Distribution'",nan,nan,'CONTRACT SPECIALIST','PROCUREMENT DIVISION',nan,'Base Salary/Compensation','PreK-12 Operating',nan,'Other','NO_LABEL',nan,'Non-School','Leadership & Management','Unspecified','LOCAL',nan,nan,'CONTRACTING AND PROCUREMENT',nan,nan,67303.38923,'Business Services'
80,nan,nan,'Instructional Materials & Supplies','INSTRUCTION','General Fund',nan,nan,'SUPPLIES','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','PRIMARY GRADES PROGRAM ','School','School Reported','NO_LABEL','PRIMARY GRADES PROGRAM ',nan,nan,nan,nan,nan,5011.38,'Instruction'
81,nan,nan,'Other Non-Compensation','ELPA - PRESCHOOL PROG',nan,'(blank)',nan,'INTERNAL CHARGE/REIMBUR ACCNTS','Other Non-Compensation','PreK-12 Operating','UNDESIGNATED','Non-Position','PreK','EARLY CHILDHOOD','School','School Reported','ELL','ITEMGD PRESCHOOL PROGRAM',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,-315.06,'Instruction'
82,nan,nan,'NO_LABEL','Care and Upkeep of Building Services','Title I - Disadvantaged Children/Targeted Assistance',nan,nan,'Supplemental *','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL','Operation and Maintenance of Plant Services','Non-Certificated Salaries And Wages','TITLE I CARRYOVER ',nan,nan,nan,-8291.86,'NO_LABEL'
83,nan,nan,'Teacher Compensation','TUITION BASED - ECE',nan,"'Teacher, Elementary '",nan,'EMPLOYER PD MED CONTRIBUTION','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','PreK','EARLY CHILDHOOD','School','School Reported','PreK','DISTRICT SPECIAL REVENUE FUNDS',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,251.22,'Instruction'
84,nan,nan,'School Supervision','GENERAL ADMINISTRATION','General Fund',nan,'ADMIN. SERVICES','SUPPLIES','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','Misc','Non-School','Shared Services','NO_LABEL','MISCELLANEOUS',nan,nan,nan,nan,nan,52.88,'NO_LABEL'
85,nan,nan,'Utilities','NON-PROJECT',nan,'(blank)','ADMISSIONS AND STUDENT RECORDS','TELEPHONE/FACSIMILE SERVICES','Rent/Utilities','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','ATTENDANCE SERVICES','Non-School','Shared Services','Unspecified','GENERAL FUND',nan,'STUDENTS','PREVENTION AND INTERVENTION','n/a',nan,379.59,'O&M'
86,1,nan,'Library & Media','INSTRUCTIONAL MEDIA SERVICES  ','GENERAL FUND                  ','LIBRARY/MEDIA SPECIALIST-ELEM ','School ','OTHER CERTIFIED               ','Base Salary/Compensation','PreK-12 Operating',nan,'Librarian','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,nan,nan,nan,nan,72824.21109,'Instruction'
87,nan,nan,'Physical Health & Services','TITLE VI-IDEA B-MAIN',nan,'Physical Therapist ','SPECIAL EDUCATION','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Physical Therapist','NO_LABEL','SPECIAL EDUCATION-PT','Non-School','School on Central Budgets','Special Education','FEDERAL GDPG FUND - FY ',nan,'SPECIAL EDUCATION',nan,'n/a',nan,77.3,'Pupil Services & Enrichment'
88,nan,nan,'Student Transportation','STUDENT TRANSPORT SERVICE','General Fund',nan,'ADMIN. SERVICES','REPAIR AND MAINTENANCE SERVICES','Other Non-Compensation','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','PUPIL TRANSPORTATION','Non-School','Shared Services','NO_LABEL','PUPIL TRANSPORTATION',nan,nan,nan,nan,nan,618.29,'NO_LABEL'
89,nan,nan,'Instructional Materials & Supplies','NON-PROJECT',nan,'(blank)',nan,'BOOKS AND PERIODICALS','Supplies/Materials','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','GENERAL ELEMENTARY EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,7175.43,'Instruction'
90,nan,'Instruction And Curriculum','School Administration','Curriculum Development And Instructional Staff Dev',"'""Title  Part A Improving Basic Programs""'",nan,'School ','General Supplies','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','Non PreK',"'""Title I, Part A Schoolwide Activities Related To State Comp'",'School','School Reported','Poverty',nan,'General Supplies',nan,'SUPPLIES & MATERIALS',nan,nan,582.08,'Leadership'
91,nan,nan,'Instructional Materials & Supplies','INSTRUCTION','General Fund',nan,nan,'SUPPLIES','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','HIGH SCHOOL GENERAL EDUCATION PROGRAM 9-12','School','School Reported','NO_LABEL','HIGH SCHOOL GENERAL ED PROGRAM 9-12',nan,nan,nan,nan,nan,139.2,'Instruction'
92,0.083334928,nan,'Parent & Community Relations','TITLE VI-IDEA B-MAIN',nan,'Tutor Interpreter ',nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','OFFICE/ADMINISTRATIVE SUPPORT','Other','NO_LABEL',"""SPECIAL EDUCATION-EI'S""",'School','School Reported','Special Education','FEDERAL GDPG FUND',nan,'SPECIAL EDUCATION',nan,'Regular',nan,3189.054356,'Pupil Services & Enrichment'
93,nan,'Performing Arts Department','Security & Safety','Security And Monitoring Services','General Operating Fund','SECURITY OFFICER','Unallocated','Extra Duty Pay/Overtime For Support Personnel','Other Compensation/Stipend','PreK-12 Operating','POLICE PATROL MAN','School Monitor/Security','Non PreK','Athletics And Related Activities','Non-School','School on Central Budgets','Unspecified','Operations','Extra Duty Pay/Overtime For Support Personnel','OVERTIME',nan,nan,nan,1386.67,'O&M'
94,nan,nan,'Physical Health & Services','MEDICAID',nan,'Vision Screening Tech II ','SPECIAL EDUCATION','EMPLOYER PD MED CONTRIBUTION','Benefits','PreK-12 Operating','OFFICE/ADMINISTRATIVE SUPPORT','Other','NO_LABEL','NURSING SERVICES','Non-School','Leadership & Management','Special Education','DISTRICT SPECIAL REVENUE FUNDS',nan,'STUDENTS','MEDICAID','n/a',nan,20.92,'Pupil Services & Enrichment'
95,1,'Maintenance Department Administration','Facilities & Maintenance','Facilities Maintenance And Operations','General Operating Fund','MAINTENANCE WORKERS','Undistributed','Salaries Or Wages For Support Personnel','Base Salary/Compensation','PreK-12 Operating','TECHNICIAN    DAYS','Other','Non PreK','Undistributed','Non-School','School on Central Budgets','Unspecified','Operations','Salaries Or Wages For Support Personnel','REGULAR PAY',nan,nan,nan,44536.46024,'O&M'
96,0.059375511,nan,'Food Services','NON-PROJECT',nan,'Food Service Worker II ',nan,'SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating',"'CRAFTS, TRADES, AND SERVICES'",'Other','NO_LABEL','FOOD PREPARATION/SERVING','School','School Reported','Unspecified','FOOD SERVICE FUND',nan,'FOOD SERVICES OPERATIONS','FOOD SERVICES','Regular',nan,998.7217315,'O&M'
97,0.213824199,nan,'Professional Development','FACILITATOR',nan,"'Facilitator,Sec Humanities '",nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Instructional Coach','NO_LABEL','INSTRUCT STAFF TRAINING MATH','School','School Reported','Unspecified','LEVY OVERRIDE',nan,'INSTRUCTIONAL STAFF',nan,'Regular',nan,15341.24724,'ISPD'
98,nan,nan,'Professional Development','Summer Remediation *','Special Trust',nan,nan,'Regular *','Base Salary/Compensation','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'Non-School','School on Central Budgets','Unspecified','Other Instruction','Non-Certificated Salaries And Wages','CTAG',nan,nan,nan,-961085.83,'ISPD'
99,0,nan,'Substitute Compensation',nan,'General Purpose School',nan,nan,'Personal Services - Substitute Teachers Certified','Substitute Compensation','PreK-12 Operating','SUBSTITUTE TEACHER','Substitute','Non PreK','Instruction - Regular','School','School Reported','Alternative',nan,nan,nan,nan,nan,'Alternative Schools Instruction',70.4899,'Instruction'
100,nan,nan,'Data Processing & Information Services','SUPPORT SERVICES-CENTRAL','General Fund',nan,'ADMIN. SERVICES','DUES AND FEES','Other Non-Compensation','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','Misc','Non-School','Leadership & Management','NO_LABEL','MISCELLANEOUS',nan,nan,nan,nan,nan,27370.07,'NO_LABEL'
101,nan,nan,'NO_LABEL','Other Community Services *','Title I - Disadvantaged Children/Targeted Assistance',nan,nan,'Contracted Food Services','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL','Community Services','Contracted Craft Or Trade Services *','PARENT INVOLVEMENT',nan,nan,nan,-776.61,'NO_LABEL'
102,nan,nan,'Enrichment',nan,nan,'DRILL/FLAG CORPS/MAJ',nan,'Coaching Supplement','Other Compensation/Stipend','PreK-12 Operating',nan,'Club Advisor/Coach','NO_LABEL',nan,'School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,1677.1,'NO_LABEL'
103,0,nan,'Substitute Compensation',nan,'General Purpose School',nan,nan,'Personal Services - Substitute Teachers Certified','Substitute Compensation','PreK-12 Operating','SUBSTITUTE TEACHER','Substitute','Non PreK','Instruction - Regular','School','School Reported','Unspecified',nan,nan,nan,nan,nan,'Regular Instruction',35.8891187,'Instruction'
104,0,nan,'Substitute Compensation',nan,'School Federal Projects',nan,nan,'Personal Services - Substitute Teachers Certified','Substitute Compensation','PreK-12 Operating','SUBSTITUTE TEACHER','Substitute','Non PreK','Instruction - Regular','School','School Reported','Poverty',nan,nan,'ESEA TITLE I DISADVANTAGED',nan,nan,'Title I - Teachers',142.0599,'Instruction'
105,nan,nan,'Security & Safety','Extracurricular Activities','Student Activity Fund','SECURITY OFFICER','School ','Extra Duty Pay/Overtime For Support Personnel','Other Compensation/Stipend','PreK-12 Operating','POLICE PATROL MAN','School Monitor/Security','Non PreK','Undistributed','School','School Reported','Unspecified','High School','Extra Duty Pay/Overtime For Support Personnel','OVERTIME',nan,nan,nan,171.67,'O&M'
106,0.114485721,nan,'Aides Compensation','SPECIAL ED. - MILD/MODERATE',nan,nan,nan,'SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating','PARAPROFESSIONAL','TA','NO_LABEL','SPECIAL EDUCATION','School','School Reported','Special Education','GENERAL FUND',nan,'SPECIAL EDUCATION','MILD MODERATE','Regular',nan,2263.625753,'Instruction'
107,1.016328853,nan,'Teacher Compensation','NON-PROJECT',nan,"'Teacher, Secondary (High) '",nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','GENERAL HIGH SCHOOL EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION',nan,'Turnaround',nan,46284.95194,'Instruction'
108,nan,nan,'Communications','NON-PROJECT',nan,'Bilingual Translator ','MULTILINGUAL OUTREACH','CONTRA BENEFITS','Benefits','PreK-12 Operating','UNDESIGNATED','Other','NO_LABEL','EMPLOYEE BENEFITS','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,-498.3,'Leadership'
109,nan,"'""Human Resources, Administration""'",'Recruitment','Curriculum Development And Instructional Staff Dev','General Operating Fund',"'TEACHER, REGULAR'",'Undistributed','Salaries And Wages For Teachers And Other Professi','Other Compensation/Stipend','PreK-12 Operating','TEACHER BACHELOR','Teacher','Non PreK','Undistributed','Non-School','Leadership & Management','Unspecified','Operations','Extra Duty Wages','COOPERATING TEACHER STIPEND',nan,nan,nan,130.3194593,'ISPD'
110,nan,nan,'School Supervision','INSTRUCTION','General Fund',nan,'ADMIN. SERVICES','SUPPLIES','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','UPPER ELEMENTARY GRADES PROGRAM ','Non-School','Shared Services','NO_LABEL','UPPER ELEMENTARY GRADES PROGRAM ',nan,nan,nan,nan,nan,21.08,'NO_LABEL'
111,nan,nan,'Professional Development','STAFF SERVICES                ','GENERAL FUND                  ','TEACHER ASSISTANT-ELEM        ','STAFF DEV AND INSTR MEDIA     ','WORKSHOP PARTICIPANT          ','Other Compensation/Stipend','PreK-12 Operating',nan,'TA','NO_LABEL',nan,'Non-School','Shared Services','Unspecified',nan,nan,nan,nan,nan,nan,59.54,'ISPD'
112,nan,nan,'Career & Academic Counseling','NON-PROJECT',nan,"'Student Advisor, Midd Sch '",nan,'EMPLOYER PD MED CONTRIBUTION','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Guidance Counselor','NO_LABEL','GUIDANCE SERVICES','School','School Reported','Unspecified','GENERAL FUND',nan,'STUDENTS',nan,'Regular',nan,503.52,'Pupil Services & Enrichment'
113,nan,nan,'Professional Development','IMPROVEMENT OF INSTR SERV','Vocational Education-Federal Funded',nan,nan,'PURCHASE OF EQUIPMENT-OTHER THAN BUSES AND COMPUTE','Equipment & Equipment Lease','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','Vocational  Grant-Program Improvement.','School','School Reported','NO_LABEL','PROGRAM IMPROVEMENT INSTR',nan,nan,nan,nan,nan,244.78,'NO_LABEL'
114,nan,nan,'Social & Emotional','NON-PROJECT',nan,'Social Worker ',nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Social Worker','NO_LABEL','SOCIAL WORK SERVICES','School','School Reported','Unspecified','GENERAL FUND',nan,'STUDENTS',nan,'Turnaround',nan,2520.86776,'Pupil Services & Enrichment'
115,nan,nan,'Utilities','SPECIAL ED - EARLY CHILDHOOD',nan,'(blank)','SUMMER SCHOOL - ELEMENTARY SCH','PETRO-VEND FUEL AND FLUIDS','Rent/Utilities','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','SPECIAL EDUCATION','Non-School','Shared Services','Special Education','GENERAL FUND',nan,'SPECIAL EDUCATION','SPECIAL ED SYSTEMWIDE COSTS','n/a',nan,219.43,'O&M'
116,nan,nan,'Physical Health & Services','TITLE VI-IDEA B-MAIN',nan,'Occ/Physical Therapist Tech ','SPECIAL EDUCATION','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PARAPROFESSIONAL','Physical Therapist','NO_LABEL','SPECIAL EDUCATION','Non-School','School on Central Budgets','Special Education','FEDERAL GDPG FUND - FY ',nan,'SPECIAL EDUCATION',nan,'n/a',nan,3008.38,'Pupil Services & Enrichment'
117,nan,nan,'Facilities & Maintenance','MAINTENANCE AND OPERATING','General Fund',nan,'ADMIN. SERVICES','REPAIR AND MAINTENANCE SERVICES','Other Non-Compensation','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','Misc','Non-School','Shared Services','NO_LABEL','MISCELLANEOUS',nan,nan,nan,nan,nan,1005.53,'NO_LABEL'
118,nan,nan,'Teacher Compensation','MONTESSORI TUITION BASED',nan,"'Teacher, Elementary '",nan,'EMPLOYER PD MED CONTRIBUTION','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','PreK','GENERAL K-8 EDUCATION','School','School Reported','PreK','DISTRICT SPECIAL REVENUE FUNDS',nan,'REGULAR INSTRUCTION',nan,'Turnaround',nan,461.41,'Instruction'
119,nan,nan,'Student Transportation',nan,'LOCAL FUND',nan,nan,'TRAVEL - LOCAL','Travel & Conferences','PreK-12 Operating','OTHER SERVICES & CHARGES','Non-Position','NO_LABEL','INSTRUCTIONAL SUPPORT SERVICES','School','School Reported','Unspecified','LOCAL',nan,nan,'TRANSPORTATION',nan,nan,6999.76,'O&M'
120,nan,nan,'NO_LABEL','BASIC (FEFP K-12)             ','CONVERSION CHARTER SCHOOLS    ',"'TEACHER, FIRST                '",'CHARTER','EXTRA DUTY PAY-INSTRUCTIONAL  ','NO_LABEL',"'Operating, Not PreK-12'",nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL',nan,nan,nan,nan,nan,nan,104.8,'NO_LABEL'
