,FTE,Facility_or_Department,Function,Function_Description,Fund_Description,Job_Title_Description,Location_Description,Object_Description,Object_Type,Operating_Status,Position_Extra,Position_Type,Pre_K,Program_Description,Reporting,Sharing,Student_Type,SubFund_Description,Sub_Object_Description,Text_1,Text_2,Text_3,Text_4,Total,Unnamed: 0
69,0.0,nan,'Substitute Compensation','BASIC (FEFP K-12)             ','GENERAL FUND                  ','SUB TEACHER ALL               ','School ','OTHER PERSONAL SERVICES       ','Substitute Compensation','PreK-12 Operating',nan,'Substitute','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,nan,nan,nan,nan,2252.9699999999998,25044
70,nan,'All Campus Payroll','School Administration','School Leadership','General Operating Fund','SCHOOL PRINCIPAL','School ','Salaries And Wages For Teachers And Other Professi','Other Compensation/Stipend','PreK-12 Operating','PRINCIPAL','Principal','Non PreK','Undistributed','School','School Reported','Unspecified','Operations','Salaries And Wages For Teachers And Other Professi','EX-CURR PRIN SUPPLEMENT',nan,nan,'Undistributed',7301.5466129799997,25368
71,1.0,nan,'Governance',nan,'General Purpose School','BOARD MEMBER DISTRICT ',nan,'Personal Services - Other Personnel','Base Salary/Compensation','PreK-12 Operating','BOARD MEMBER','(Exec) Director','Non PreK','District Administration','Non-School','Leadership & Management','Unspecified',nan,nan,nan,nan,nan,'Board of Education',23299.943990000003,25926
72,1.0,nan,'Teacher Compensation',nan,'General Fund','Teacher-Inter Relatated Resource',nan,nan,'NO_LABEL','PreK-12 Operating','INTERRELATED ','Teacher','NO_LABEL','SPECIAL EDUCATION CATEGORY III','School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,86952.699999999997,25942
73,nan,nan,'Social & Emotional','NON-PROJECT',nan,'Psychologist ',nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Psychologist','NO_LABEL','PSYCHOLOGICAL SERVICES','School','School Reported','Unspecified','GENERAL FUND',nan,'STUDENTS',nan,'Regular',nan,1054.5067200000001,25965
74,0.029999999999999999,'All Campus Payroll','Data Processing & Information Services','Instruction','General Operating Fund','COMPUTER TECHNOLOGY SPECIALIST','School ','Salaries And Wages For Teachers And Other Professi','Base Salary/Compensation','PreK-12 Operating','TEACHER MASTER','Other','Non PreK','Basic Educational Services','School','School Reported','Unspecified','Operations','Salaries And Wages For Teachers And Other Professi','REGULAR PAY',nan,nan,'Basic Educational Services - District Objective ',2654.9374096199999,25966
75,nan,nan,'Substitute Compensation','UNALLOC BUDGETS/SCHOOLS',nan,"'Teacher, Short Term Sub '",nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Substitute','NO_LABEL','GENERAL ELEMENTARY EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION','TEACHER SUBS','Regular',nan,7.4699999999999998,26479
76,1.0,nan,'School Administration','GUIDANCE SERVICES             ','GENERAL FUND                  ','DATA ENTRY OPERATOR           ','School ','OTHER SUPPORT PERSONNEL       ','Base Salary/Compensation','PreK-12 Operating',nan,'Sec/Clerk/Other Admin','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,nan,nan,nan,nan,32932.941086700004,26658
77,nan,'All Campus Payroll','Teacher Compensation','Instruction','General Operating Fund',"'TEACHER, KINDERGARTEN'",'School ','Salaries And Wages For Teachers And Other Professi','Base Salary/Compensation','PreK-12 Operating','TEACHER BACHELOR','Teacher','PreK','PRE-K','School','School Reported','Unspecified','Operations','Salaries And Wages For Teachers And Other Professi','REGULAR PAY',nan,nan,nan,-904.81293526499996,27562
78,1.0,nan,'Physical Health & Services',nan,'General Fund','Occupational Therapist',nan,nan,'NO_LABEL','PreK-12 Operating','OCCUPATIONAL THERAPIST ','Occupational Therapist','NO_LABEL','SPECIAL EDUCATION CATEGORY V','School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,66510.440000000002,27641
79,nan,nan,'Security & Safety','EMPLOYEE RETIREMENT',nan,'Security Comm. Officer ','SAFETY AND SECURITY','RETIREMENT CONTRIB.','Benefits','PreK-12 Operating','UNDESIGNATED','School Monitor/Security','NO_LABEL','EMPLOYEE BENEFITS','Non-School','Shared Services','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,310.16000000000003,27690
80,0.99819908709500005,nan,'School Administration','NON-PROJECT',nan,"'Principal, Elementary '",nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','ADMINISTRATOR','Principal','NO_LABEL','SUPPORT SERVICES-SCHOOL ADMIN','School','School Reported','Unspecified','GENERAL FUND',nan,'SCHOOL ADMINISTRATION',nan,'Regular',nan,99009.795993699983,27819
81,nan,nan,'NO_LABEL','Direction Of Support Services - Pupils *','Special Trust',nan,nan,'Purchased Services','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL','Support Services--Pupils','Purchased Services','HOME TEAM MARKETING ',nan,nan,nan,999.82000000000005,27923
82,nan,nan,'Physical Health & Services','TITLE VI-IDEA B-MAIN',nan,'Speech Lang Pathology Asst ','SPECIAL EDUCATION','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-OTHER','Speech Therapist','NO_LABEL','SPECIAL EDUCATION-S/L','Non-School','School on Central Budgets','Special Education','FEDERAL GDPG FUND - FY ',nan,'SPECIAL EDUCATION',nan,'n/a',nan,473.86000000000001,28008
83,0.99098358773399997,nan,'Facilities & Maintenance','NON-PROJECT',nan,'Custodial Helper - Day ',nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating',"'CRAFTS, TRADES, AND SERVICES'",'Custodian','NO_LABEL','CARE & UPKEEP OF BLDG SERVICES','School','School Reported','Unspecified','GENERAL FUND',nan,'OPERATION AND MAINT OF PLANT','CUSTODIAL-SCHOOLS','Regular',nan,29643.841457700004,28171
84,0.101493261554,nan,'Aides Compensation','ELPA - PRESCHOOL PROG',nan,'Early Childhood Education ',nan,'SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating','PARAPROFESSIONAL','TA','PreK','EARLY CHILDHOOD','School','School Reported','ELL','ITEMGD PRESCHOOL PROGRAM',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,2538.53781458,29452
85,1.0,'CURRICULUM AND INSTRUCTION','School Supervision',nan,'General Purpose School','DIRECTOR SEC. INSTRUCTION','Central Office','Personal Services - Super / Dir / Supv','Base Salary/Compensation','PreK-12 Operating','EXECUTIVE DIRECTOR','(Exec) Director','Non PreK','District Administration','Non-School','Leadership & Management','Unspecified',nan,nan,nan,nan,nan,'Regular Instructional Support',108668.91,29829
86,nan,nan,'Physical Health & Services','TITLE VI-IDEA B-MAIN',nan,'Occupational Therapist ','SPECIAL EDUCATION','EMPLOYER PD MED CONTRIBUTION','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Occupational Therapist','NO_LABEL','SPECIAL EDUCATION-OT','Non-School','School on Central Budgets','Special Education','FEDERAL GDPG FUND - FY ',nan,'SPECIAL EDUCATION',nan,'n/a',nan,251.94999999999999,29909
87,nan,nan,'School Administration','NON-PROJECT',nan,'(blank)',nan,'GENERAL SUPPLIES','Supplies/Materials','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','SUPPORT SERVICES-SCHOOL ADMIN','School','School Reported','Unspecified','GENERAL FUND',nan,'SCHOOL ADMINISTRATION',nan,'Regular',nan,129.47999999999999,30194
88,nan,nan,'Instructional Materials & Supplies','INSTRUCTION','General Fund',nan,nan,'SUPPLIES','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','PRIMARY GRADES PROGRAM ','School','School Reported','NO_LABEL','PRIMARY GRADES PROGRAM ',nan,nan,nan,nan,nan,40.0,30228
89,nan,'Instruction And Curriculum','Parent & Community Relations','Community Services',"'""Title  Part A Improving Basic Programs""'",nan,'School ','General Supplies','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','Non PreK',"'""Title I, Part A Schoolwide Activities Related To State Comp'",'School','School Reported','Poverty',nan,'General Supplies',nan,'SUPPLIES & MATERIALS',nan,'Parent Involvement',537.01999999999998,30820
90,nan,nan,'Teacher Compensation','COMPUTERS FOR CHILDREN TECHNOL',nan,"'Teacher, Elementary '",nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','GENERAL K-8 EDUCATION','School','School Reported','Unspecified','LEVY OVERRIDE',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,4573.6800000000003,31100
91,nan,nan,'Student Transportation','Other Pupil Transportation Services*','General',nan,nan,'Printing and Binding','Contracted Services','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'Non-School','Shared Services','Special Education','Support Services - Pupil Transportation','Contracted Craft Or Trade Services *','TRANSPORTATION PLANNING',nan,nan,nan,2499.6700000000001,31122
92,0.040000000000000001,'All Campus Payroll','Data Processing & Information Services','Instruction','General Operating Fund','COMPUTER TECHNOLOGY SPECIALIST','School ','Salaries And Wages For Teachers And Other Professi','Base Salary/Compensation','PreK-12 Operating','TEACHER MASTER','Other','PreK','PRE-K','School','School Reported','Unspecified','Operations','Salaries And Wages For Teachers And Other Professi','REGULAR PAY',nan,nan,nan,2984.1030356800002,31571
93,nan,nan,'Student Transportation','NON-PROJECT',nan,'Bus Driver - Regular ','GARAGE','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating',"'CRAFTS, TRADES, AND SERVICES'",'Other','NO_LABEL','TRANSPORTATION-OPERATIONS','Non-School','Shared Services','Special Education','GENERAL FUND',nan,'STUDENT TRANSPORTATION','TRANSPORTATION','n/a',nan,905.02999999999997,31634
94,nan,'Instruction And Curriculum','Extended Time & Tutoring','Instruction',"'""Title  Part A Improving Basic Programs""'","'TEACHER, REGULAR'",'School ','Salaries And Wages For Teachers And Other Professi','Other Compensation/Stipend','PreK-12 Operating','TEACHER BACHELOR','Teacher','Non PreK',"'""Title I, Part A Schoolwide Activities Related To State Comp'",'School','School Reported','Poverty',"'""Title  Part A Improving Basic Programs""'",'Extended Week','EXTENDED DAYS',nan,nan,nan,234.85244,31723
95,nan,nan,'NO_LABEL','Other Community Services *','Title I - Disadvantaged Children/Targeted Assistance',nan,nan,'Other Awards and Prizes','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL','Community Services','Awards And Prizes *',' TITLE I C/O-ENCUMBR',nan,nan,nan,-363.43000000000001,31877
96,0.0,nan,'Substitute Compensation',nan,'General Purpose School',nan,nan,'Personal Services - Education Assistants','Substitute Compensation','PreK-12 Operating','SUBSTITUTE TEACHER','Substitute','Non PreK','Support - Regular Instruction','School','School Reported','Unspecified',nan,nan,nan,nan,nan,'Regular Instructional Support',56.82,32180
97,nan,'All Campus Payroll','Substitute Compensation','Instruction','General Operating Fund','TEACHER SUBSTITUTE POOL','School ','Salaries And Wages For Substitute Professionals','Substitute Compensation','PreK-12 Operating','DEGREED SUBSTITUTE','Substitute','PreK','PRE-K','School','School Reported','Unspecified','Operations','Salaries And Wages For Substitute Teachers','REGULAR PAY',nan,nan,nan,188.19597222199999,32250
98,nan,nan,'Substitute Compensation',nan,nan,nan,nan,nan,'Substitute Compensation','PreK-12 Operating',nan,'Substitute','NO_LABEL',nan,'Non-School','NO_LABEL','NO_LABEL',nan,nan,nan,nan,nan,nan,1406.9300000000001,33070
99,nan,nan,'Extended Time & Tutoring','PARENTAL INVOLVEMENT          ','FED THRU STATE-CASH ADVANCE   ','LITERACY COACH                ','School ','EXTRA DUTY PAY-INSTRUCTIONAL  ','Other Compensation/Stipend','PreK-12 Operating',nan,'Instructional Coach','NO_LABEL',nan,'School','School Reported','Poverty',nan,nan,'TITLE I                       ',nan,nan,nan,84.779999999999987,33296
100,1.0,'Special Education','Special Population Program Management & Support','Instructional Leadership','General Operating Fund','SPECIAL EDUC. PROGRM DIRECTOR','Undistributed','Salaries And Wages For Teachers And Other Professi','Base Salary/Compensation','PreK-12 Operating','PROGRAM DIRECTOR','(Exec) Director','Non PreK','Services To Students With Disabilities (Special Education)','Non-School','Leadership & Management','Special Education','Operations','Salaries And Wages For Teachers And Other Professi','REGULAR PAY',nan,nan,nan,75794.042622000008,34017
101,nan,nan,'Professional Development','NON-PROJECT',nan,"'Teacher, Secondary (High) '",'TEACHER LEARNING & LEADERSHIP','ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','INSTRUCTIONAL STAFF TRAINING','Non-School','School on Central Budgets','Unspecified','GENERAL FUND',nan,'INSTRUCTIONAL STAFF','TEACHER LEARNING & LEADERSHIP','n/a',nan,247.67087999999998,34290
102,1.0,nan,'Teacher Compensation',nan,'General Fund','Teacher-High School',nan,nan,'NO_LABEL','PreK-12 Operating','ART ','Teacher','NO_LABEL','HIGH SCHOOL GENERAL EDUCATION PROGRAM 9-12','School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,nan,34519
103,0.025000000000000001,nan,'Enrichment',nan,nan,'Aide (Afterschool)','OFC COM & ED PROG-AFTER SCHOOL AIDES',nan,'Base Salary/Compensation','PreK-12 Operating',nan,'TA','NO_LABEL',nan,'Non-School','School on Central Budgets','Unspecified',"'SUMMER ED, ARTS & SPORTS - SEAS'",nan,nan,'AFTERSCHOOL PROGRAMS',nan,nan,961.59014017899995,34674
104,nan,nan,'Parent & Community Relations','EMPLOYEE RETIREMENT',nan,'Americorp Hourly ','DISTRICT COMMUNITY RELATIONS','RETIREMENT CONTRIB.','Benefits','PreK-12 Operating','UNDESIGNATED','Other','NO_LABEL','EMPLOYEE BENEFITS','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,124.5,34826
105,nan,nan,'Aides Compensation','TITLE VI-IDEA B-MAIN',nan,'Secondary Spec Ed Para ',nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PARAPROFESSIONAL','TA','NO_LABEL','SPECIAL EDUCATION','School','School Reported','Special Education','FEDERAL GDPG FUND - FY ',nan,'SPECIAL EDUCATION',nan,'Regular',nan,864.35000000000002,35449
106,nan,nan,'Development & Fundraising','Other Fiscal Services','General',nan,nan,'Bank Charges','Other Non-Compensation','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'Non-School','Leadership & Management','Unspecified','Fiscal Services','Dues And Fees *','FIXED CHARGES',nan,nan,nan,102999.25,36028
107,nan,'Area Superintendents','School Supervision','Instructional Leadership','General Operating Fund',nan,'Unallocated','Travel And Subsistence - Employee Only','Travel & Conferences','PreK-12 Operating',nan,'NO_LABEL','Non PreK','Undistributed','Non-School','Leadership & Management','Unspecified',nan,'Travel And Subsistence - Employee Only',nan,nan,nan,'Undistributed',1139.1600000000001,36136
108,nan,nan,'School Administration','Curriculum Development And Instructional Staff Dev','General Operating Fund',nan,'School ','General Supplies','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','Non PreK','Undistributed','School','School Reported','Unspecified',nan,'General Supplies',nan,nan,nan,'Undistributed',995.48000000000002,36536
109,0.72083333333299993,nan,'Special Population Program Management & Support','TITLE VI-IDEA B-MAIN',nan,'Vision Itinerant Asst ','SPECIAL EDUCATION','SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating','PARAPROFESSIONAL','Other','NO_LABEL','SPECIAL EDUCATION','Non-School','Shared Services','Special Education','FEDERAL GDPG FUND - FY ',nan,'SPECIAL EDUCATION',nan,'n/a',nan,16530.0889885,36552
110,nan,nan,'Untracked Budget Set-Aside','Instruction And Curriculum Development Services *','Special Trust',nan,nan,'Supplemental *','Other Compensation/Stipend','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'Non-School','Shared Services','Unspecified','Support Services - Instructional Staff','Certificated Employees Salaries And Wages',' TECH-GEMS TRAININ',nan,nan,nan,-12109.044020000001,36685
111,nan,nan,'Research & Accountability','EMPLOYEE RETIREMENT',nan,'Temporary Employee ','ASSESSMENT & RESEARCH','RETIREMENT CONTRIB.','Benefits','PreK-12 Operating','UNDESIGNATED','Other','NO_LABEL','EMPLOYEE BENEFITS','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,29.010000000000002,36910
112,nan,nan,'Professional Development','Other Improvements Of Instruction Services *','Special Trust',nan,nan,'Other General Supplies','Supplies/Materials','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'School','School Reported','Unspecified','Support Services - Instructional Staff','General Supplies *','MILES',nan,nan,nan,873.59000000000003,37200
113,nan,nan,'NO_LABEL','Disadvantaged Youth *','Title I - Disadvantaged Children/Targeted Assistance',nan,nan,'Regular *','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL','Special Instruction','Certificated Employees Salaries And Wages','ESEA TITLE I',nan,nan,nan,-231995.22,37321
114,nan,'Instruction And Curriculum','Teacher Compensation','Curriculum Development And Instructional Staff Dev','Esea Title Ii Part A Teacher & Principal Training',"'TEACHER, BILINGUAL EDUCATION'",'School ','Salaries And Wages For Teachers And Other Professi','Other Compensation/Stipend','PreK-12 Operating','TEACHER MASTER','Teacher','Non PreK','Accelerated Education','School','School Reported','At Risk','Training And Recruiting','Extra Duty Wages','MISCELLANEOUS ',nan,nan,nan,1043.1489011399999,37703
115,1.0,nan,'Physical Health & Services',nan,'General Fund','Cluster School Nurse',nan,nan,'NO_LABEL','PreK-12 Operating','NURSE','Nurse','NO_LABEL','NURSES','School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,75370.389999999999,37790
116,nan,nan,'Social & Emotional','TITLE I - CENTRAL PROGRAMS',nan,'Social Worker ',nan,'EMPLOYER PD MED CONTRIBUTION','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Social Worker','NO_LABEL','SOCIAL WORK SERVICES','School','School Reported','Poverty','FEDERAL GDPG FUND - FY ',nan,'STUDENTS','GRANTS MANAGEMENT','Regular',nan,83.900000000000006,38296
117,nan,nan,'Teacher Compensation','NON-PROJECT',nan,'Teacher on Special Assgnmt ',nan,'CONTRA BENEFITS','Benefits','PreK-12 Operating','UNDESIGNATED','Teacher','PreK','EMPLOYEE BENEFITS','Non-School','School on Central Budgets','PreK','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,-401.47000000000003,38340
118,nan,'All Campus Payroll','Substitute Compensation','Instruction','General Operating Fund','TEACHER SUBSTITUTE POOL','School ','Salaries And Wages For Substitute Professionals','Substitute Compensation','PreK-12 Operating','DEGREED SUBSTITUTE','Substitute','Non PreK','Bilingual Education And Special Language Programs','School','School Reported','Unspecified','Operations','Salaries And Wages For Substitute Teachers','REGULAR PAY',nan,nan,nan,282.78395833299999,38849
119,0.025000000000000001,nan,'Enrichment',nan,nan,'Teacher (Afterschool)','OFFICE OF COMMUNITY & EDUCATION PROGRAMS',nan,'Base Salary/Compensation','PreK-12 Operating',nan,'Teacher','NO_LABEL',nan,'Non-School','School on Central Budgets','Unspecified',"'SUMMER ED, ARTS & SPORTS - SEAS'",nan,nan,'AFTERSCHOOL PROGRAMS',nan,nan,2244.4206163000008,38872
